customer_id,registration_date,country,age_group,gender,acquisition_channel,email_subscribed,total_orders,lifetime_value
1329,2025-05-02 17:44:21.717913,Japan,18-25,F,Facebook Ads,False,4,399.13
1330,2025-02-05 17:44:21.717913,Japan,46-55,F,Affiliate,True,4,645.12
1331,2025-03-09 17:44:21.717913,France,55+,M,Direct,False,5,612.14
1332,2025-02-09 17:44:21.717913,Canada,55+,F,Google Ads,True,3,336.24
1333,2025-03-06 17:44:21.717913,Japan,36-45,F,Google Ads,True,4,647.57
1334,2025-07-25 17:44:21.717913,Germany,46-55,F,Direct,True,2,641.26
1335,2025-05-11 17:44:21.717913,Australia,18-25,F,Organic Search,True,4,426.5
1336,2025-07-07 17:44:21.717913,Australia,36-45,M,Organic Search,False,5,493.19
1337,2025-03-26 17:44:21.717913,France,18-25,M,Organic Search,True,3,140.26
1338,2025-02-27 17:44:21.717913,Australia,18-25,F,Organic Search,True,5,494.36
1339,2025-07-03 17:44:21.717913,France,46-55,M,Facebook Ads,False,6,149.4
1340,2025-04-27 17:44:21.717913,Australia,36-45,F,Email Marketing,True,2,130.23
1341,2025-05-04 17:44:21.717913,Australia,26-35,F,Facebook Ads,True,4,334.31
1342,2025-05-01 17:44:21.717913,Germany,36-45,F,Email Marketing,True,3,326.66
1343,2025-03-15 17:44:21.717913,Australia,18-25,M,Email Marketing,False,3,608.05
1344,2025-05-20 17:44:21.717913,Canada,46-55,F,Organic Search,False,2,97.19
1345,2025-04-07 17:44:21.717913,Japan,55+,F,Organic Search,False,4,77.45
1346,2025-07-26 17:44:21.717913,US,18-25,M,Direct,True,5,445.94
1347,2025-03-29 17:44:21.717913,Australia,36-45,F,Facebook Ads,True,3,416.23
1348,2025-02-28 17:44:21.717913,Canada,55+,M,Direct,False,4,230.3
1349,2025-05-04 17:44:21.717913,Canada,18-25,F,Direct,False,6,52.19
1350,2025-04-12 17:44:21.717913,France,46-55,M,Affiliate,True,1,572.23
1351,2025-06-26 17:44:21.717913,Japan,46-55,F,Direct,True,2,142.51
1352,2025-06-27 17:44:21.717913,UK,55+,F,Facebook Ads,True,3,487.57
1353,2025-03-31 17:44:21.717913,Germany,46-55,F,Direct,True,6,629.6
1354,2025-04-25 17:44:21.717913,Australia,18-25,F,Google Ads,False,2,670.11
1355,2025-05-31 17:44:21.717913,Canada,55+,F,Direct,True,5,423.45
1356,2025-03-03 17:44:21.717913,Germany,55+,M,Email Marketing,False,4,213.54
1357,2025-02-15 17:44:21.717913,UK,18-25,F,Direct,True,5,79.28
1358,2025-07-13 17:44:21.717913,Germany,55+,F,Organic Search,True,3,221.24
1359,2025-07-10 17:44:21.717913,France,36-45,F,Facebook Ads,True,4,705.31
1360,2025-06-12 17:44:21.717913,Australia,36-45,F,Email Marketing,True,2,65.6
1361,2025-06-23 17:44:21.717913,Japan,26-35,F,Google Ads,True,8,594.98
1362,2025-04-30 17:44:21.717913,US,36-45,F,Organic Search,True,7,419.75
1363,2025-03-08 17:44:21.717913,US,26-35,M,Facebook Ads,False,5,573.07
1364,2025-04-01 17:44:21.717913,UK,46-55,M,Direct,False,3,558.16
1365,2025-07-19 17:44:21.717913,Australia,18-25,M,Google Ads,False,3,743.42
1366,2025-08-02 17:44:21.717913,Canada,26-35,F,Direct,False,3,378.57
1367,2025-06-17 17:44:21.717913,France,18-25,F,Organic Search,False,2,756.7
1368,2025-07-05 17:44:21.717913,UK,36-45,M,Direct,True,5,516.78
1369,2025-07-15 17:44:21.717913,Canada,26-35,M,Google Ads,True,4,776.25
1370,2025-05-31 17:44:21.717913,Germany,26-35,F,Email Marketing,False,3,408.58
1371,2025-02-22 17:44:21.717913,Germany,18-25,F,Organic Search,True,4,443.39
1372,2025-07-25 17:44:21.717913,Australia,46-55,F,Google Ads,True,3,435.95
1373,2025-02-10 17:44:21.717913,Japan,18-25,F,Email Marketing,True,4,232.14
1374,2025-04-30 17:44:21.717913,Japan,18-25,M,Organic Search,True,2,76.31
1375,2025-02-17 17:44:21.717913,Japan,26-35,M,Facebook Ads,True,3,488.34
1376,2025-04-20 17:44:21.717913,Australia,26-35,F,Facebook Ads,True,5,597.15
1377,2025-06-05 17:44:21.717913,US,55+,F,Organic Search,True,4,626.12
1378,2025-02-06 17:44:21.717913,Australia,18-25,F,Google Ads,True,7,334.45
1379,2025-05-29 17:44:21.717913,Japan,18-25,M,Google Ads,True,1,277.71
1380,2025-07-23 17:44:21.717913,Germany,55+,M,Affiliate,True,2,309.66
1381,2025-06-03 17:44:21.717913,Germany,55+,F,Affiliate,True,3,520.94
1382,2025-05-09 17:44:21.717913,Germany,55+,F,Facebook Ads,True,4,580.55
1383,2025-05-20 17:44:21.717913,Canada,36-45,M,Google Ads,True,4,61.63
1384,2025-04-14 17:44:21.717913,UK,26-35,M,Email Marketing,True,2,412.95
1385,2025-06-14 17:44:21.717913,France,46-55,F,Email Marketing,True,3,223.39
1386,2025-06-28 17:44:21.717913,France,26-35,M,Organic Search,True,7,742.18
1387,2025-04-24 17:44:21.717913,Canada,36-45,M,Email Marketing,False,9,224.57
1388,2025-05-11 17:44:21.717913,Japan,36-45,F,Affiliate,False,4,769.13
1389,2025-06-10 17:44:21.717913,US,36-45,M,Google Ads,False,3,434.35
1390,2025-03-18 17:44:21.717913,UK,26-35,F,Facebook Ads,True,5,295.41
1391,2025-04-21 17:44:21.717913,UK,18-25,M,Email Marketing,True,4,779.97
1392,2025-05-24 17:44:21.717913,Germany,36-45,F,Email Marketing,True,5,327.49
1393,2025-03-25 17:44:21.717913,Germany,46-55,M,Direct,True,2,139.88
1394,2025-07-22 17:44:21.717913,Japan,36-45,M,Email Marketing,True,5,311.61
1395,2025-05-11 17:44:21.717913,US,26-35,M,Affiliate,True,5,126.74
1396,2025-03-13 17:44:21.717913,Canada,36-45,M,Facebook Ads,True,4,703.77
1397,2025-02-09 17:44:21.717913,France,18-25,F,Email Marketing,True,1,323.3
1398,2025-02-15 17:44:21.717913,Canada,26-35,M,Google Ads,True,4,264.89
1399,2025-05-14 17:44:21.717913,Australia,18-25,M,Affiliate,True,5,264.7
1400,2025-05-22 17:44:21.717913,Canada,26-35,M,Email Marketing,True,1,303.08
1401,2025-02-18 17:44:21.717913,US,36-45,F,Organic Search,True,2,483.12
1402,2025-02-24 17:44:21.717913,Canada,18-25,Other,Google Ads,True,7,298.19
1403,2025-04-12 17:44:21.717913,Germany,36-45,M,Organic Search,True,4,58.19
1404,2025-06-12 17:44:21.717913,Germany,36-45,F,Direct,False,2,544.46
1405,2025-03-04 17:44:21.717913,Australia,46-55,F,Email Marketing,True,4,644.51
1406,2025-07-28 17:44:21.717913,UK,36-45,M,Organic Search,True,6,219.22
1407,2025-03-14 17:44:21.717913,Japan,55+,F,Organic Search,True,2,723.17
1408,2025-02-25 17:44:21.717913,France,46-55,M,Organic Search,True,6,103.57
1409,2025-03-23 17:44:21.717913,UK,55+,F,Email Marketing,False,3,130.04
1410,2025-02-09 17:44:21.717913,US,18-25,M,Email Marketing,True,2,646.33
1411,2025-05-26 17:44:21.717913,US,26-35,F,Google Ads,True,5,395.38
1412,2025-06-10 17:44:21.717913,UK,46-55,F,Direct,True,5,723.9
1413,2025-05-27 17:44:21.717913,France,36-45,F,Google Ads,True,4,542.26
1414,2025-04-22 17:44:21.717913,UK,46-55,F,Organic Search,False,5,763.18
1415,2025-07-22 17:44:21.717913,Germany,18-25,F,Affiliate,True,4,172.13
1416,2025-05-06 17:44:21.717913,Germany,36-45,M,Facebook Ads,True,3,191.24
1417,2025-05-25 17:44:21.717913,Canada,36-45,M,Email Marketing,True,1,753.59
1418,2025-03-15 17:44:21.717913,Japan,36-45,M,Affiliate,True,3,366.41
1419,2025-07-21 17:44:21.717913,Japan,26-35,M,Facebook Ads,False,3,479.01
1420,2025-03-21 17:44:21.717913,Canada,55+,F,Direct,True,5,580.33
1421,2025-06-08 17:44:21.717913,US,26-35,M,Google Ads,True,6,656.1
1422,2025-07-14 17:44:21.717913,UK,36-45,Other,Email Marketing,True,5,276.01
1423,2025-07-28 17:44:21.717913,Canada,55+,F,Google Ads,True,3,624.73
1424,2025-06-17 17:44:21.717913,UK,55+,M,Email Marketing,False,2,797.96
1425,2025-03-30 17:44:21.717913,Canada,55+,M,Facebook Ads,True,9,545.83
1426,2025-06-07 17:44:21.717913,Australia,36-45,F,Organic Search,True,3,221.65
1427,2025-03-09 17:44:21.717913,Germany,18-25,F,Email Marketing,False,6,431.76
1428,2025-06-04 17:44:21.717913,Germany,55+,F,Affiliate,True,7,145.12
1429,2025-07-11 17:44:21.717913,Japan,26-35,M,Direct,False,3,577.79
1430,2025-03-18 17:44:21.717913,Australia,18-25,F,Google Ads,True,4,227.75
1431,2025-03-05 17:44:21.717913,Germany,46-55,F,Organic Search,True,2,369.85
1432,2025-07-12 17:44:21.717913,Germany,36-45,M,Direct,True,6,267.34
1433,2025-05-01 17:44:21.717913,US,36-45,M,Affiliate,True,3,400.63
1434,2025-05-24 17:44:21.717913,US,55+,F,Organic Search,True,4,292.65
1435,2025-02-22 17:44:21.717913,France,46-55,Other,Organic Search,True,8,550.98
1436,2025-05-01 17:44:21.717913,Germany,36-45,F,Organic Search,True,5,102.55
1437,2025-06-26 17:44:21.717913,UK,55+,M,Affiliate,True,3,720.24
1438,2025-06-18 17:44:21.717913,Japan,46-55,F,Email Marketing,True,3,355.1
1439,2025-07-27 17:44:21.717913,UK,36-45,F,Direct,True,5,352.65
1440,2025-04-10 17:44:21.717913,Japan,18-25,M,Affiliate,True,2,731.9
1441,2025-03-20 17:44:21.717913,UK,46-55,F,Email Marketing,False,7,662.93
1442,2025-07-29 17:44:21.717913,Canada,46-55,F,Google Ads,True,1,524.99
1443,2025-02-15 17:44:21.717913,UK,36-45,M,Google Ads,False,5,405.89
1444,2025-02-14 17:44:21.717913,Japan,36-45,M,Facebook Ads,False,5,361.52
1445,2025-04-11 17:44:21.717913,Japan,26-35,F,Organic Search,True,2,614.05
1446,2025-03-12 17:44:21.717913,Australia,26-35,M,Google Ads,True,6,130.5
1447,2025-06-05 17:44:21.717913,Canada,55+,M,Direct,True,4,106.49
1448,2025-06-18 17:44:21.717913,France,26-35,Other,Direct,False,4,168.27
1449,2025-03-18 17:44:21.717913,US,18-25,M,Email Marketing,True,5,206.71
1450,2025-06-08 17:44:21.717913,Japan,26-35,F,Facebook Ads,True,1,455.28
1451,2025-06-18 17:44:21.717913,US,55+,F,Direct,False,4,102.08
1452,2025-03-25 17:44:21.717913,France,26-35,F,Email Marketing,False,6,85.37
1453,2025-05-05 17:44:21.717913,Canada,18-25,F,Email Marketing,True,4,798.99
1454,2025-04-01 17:44:21.717913,Australia,26-35,M,Email Marketing,True,5,750.0
1455,2025-05-31 17:44:21.717913,US,26-35,F,Organic Search,True,6,408.4
1456,2025-03-27 17:44:21.717913,Japan,36-45,F,Affiliate,False,1,208.21
1457,2025-04-07 17:44:21.717913,Japan,18-25,F,Google Ads,True,3,723.13
1458,2025-03-15 17:44:21.717913,Australia,36-45,Other,Email Marketing,True,2,217.09
1459,2025-04-28 17:44:21.717913,Japan,55+,F,Google Ads,True,2,719.23
1460,2025-06-11 17:44:21.717913,France,46-55,M,Direct,False,5,173.21
1461,2025-06-13 17:44:21.717913,France,18-25,M,Email Marketing,False,5,368.6
1462,2025-07-10 17:44:21.717913,France,18-25,M,Direct,False,2,245.37
1463,2025-06-07 17:44:21.717913,UK,36-45,M,Google Ads,True,8,486.97
1464,2025-05-02 17:44:21.717913,Germany,26-35,F,Affiliate,True,6,392.4
1465,2025-04-02 17:44:21.717913,Japan,18-25,M,Organic Search,False,4,581.62
1466,2025-07-31 17:44:21.717913,Canada,26-35,M,Facebook Ads,True,1,622.09
1467,2025-03-23 17:44:21.717913,Canada,36-45,M,Google Ads,False,5,703.81
1468,2025-04-23 17:44:21.717913,US,55+,F,Affiliate,True,2,397.98
1469,2025-03-01 17:44:21.717913,Australia,36-45,M,Facebook Ads,True,4,342.92
1470,2025-07-27 17:44:21.717913,Australia,26-35,M,Email Marketing,True,2,197.95
1471,2025-06-09 17:44:21.717913,US,55+,M,Affiliate,True,5,58.08
1472,2025-05-25 17:44:21.717913,US,46-55,F,Google Ads,True,3,558.4
1473,2025-05-11 17:44:21.717913,Germany,26-35,F,Google Ads,True,1,646.51
1474,2025-06-28 17:44:21.717913,UK,55+,M,Google Ads,False,2,641.09
1475,2025-06-08 17:44:21.717913,Australia,36-45,F,Google Ads,True,4,732.69
1476,2025-07-18 17:44:21.717913,Germany,46-55,F,Affiliate,False,3,414.99
1477,2025-06-01 17:44:21.717913,Germany,26-35,M,Email Marketing,False,4,220.45
1478,2025-07-21 17:44:21.717913,Germany,36-45,F,Affiliate,True,6,504.55
1479,2025-03-08 17:44:21.717913,Australia,46-55,M,Email Marketing,True,4,697.01
1480,2025-07-26 17:44:21.717913,UK,36-45,F,Google Ads,True,1,205.92
1481,2025-07-06 17:44:21.717913,France,26-35,M,Organic Search,False,6,88.16
1482,2025-04-15 17:44:21.717913,UK,18-25,F,Google Ads,False,7,193.07
1483,2025-04-29 17:44:21.717913,Canada,46-55,M,Organic Search,True,7,397.79
1484,2025-03-05 17:44:21.717913,Canada,18-25,F,Email Marketing,True,3,142.26
1485,2025-06-23 17:44:21.717913,UK,26-35,M,Email Marketing,False,3,375.04
1486,2025-04-19 17:44:21.717913,UK,18-25,M,Facebook Ads,False,2,311.48
1487,2025-05-05 17:44:21.717913,France,46-55,F,Google Ads,True,1,549.21
1488,2025-06-01 17:44:21.717913,Japan,18-25,M,Google Ads,True,2,104.8
1489,2025-05-03 17:44:21.717913,France,26-35,F,Organic Search,True,6,720.3
1490,2025-06-02 17:44:21.717913,Japan,55+,M,Google Ads,True,5,602.25
1491,2025-04-13 17:44:21.717913,Canada,26-35,F,Affiliate,True,4,150.33
1492,2025-07-12 17:44:21.717913,US,26-35,M,Affiliate,True,7,419.37
1493,2025-04-21 17:44:21.717913,UK,55+,F,Google Ads,True,2,775.98
1494,2025-07-30 17:44:21.717913,Germany,55+,M,Affiliate,True,7,472.39
1495,2025-05-10 17:44:21.717913,Germany,18-25,F,Email Marketing,True,3,72.09
1496,2025-07-11 17:44:21.717913,France,18-25,M,Affiliate,True,3,418.62
1497,2025-04-08 17:44:21.717913,US,55+,M,Facebook Ads,False,1,383.31
1498,2025-06-01 17:44:21.717913,Canada,46-55,F,Affiliate,False,3,414.89
1499,2025-04-06 17:44:21.717913,Japan,18-25,F,Google Ads,True,3,50.11
1500,2025-02-14 17:44:21.717913,UK,55+,F,Google Ads,True,4,114.63
1501,2025-03-21 17:44:21.717913,Canada,26-35,M,Email Marketing,True,4,278.18
1502,2025-04-12 17:44:21.717913,US,26-35,M,Email Marketing,True,4,369.69
1503,2025-03-18 17:44:21.717913,UK,36-45,M,Facebook Ads,True,5,369.86
1504,2025-03-03 17:44:21.717913,France,18-25,F,Direct,False,8,509.71
1505,2025-03-11 17:44:21.717913,Canada,26-35,M,Google Ads,False,2,455.93
1506,2025-07-25 17:44:21.717913,Germany,18-25,Other,Direct,True,6,753.2
1507,2025-03-07 17:44:21.717913,US,55+,F,Direct,True,3,179.13
1508,2025-02-10 17:44:21.717913,Australia,36-45,M,Google Ads,False,1,97.23
1509,2025-05-26 17:44:21.717913,France,36-45,M,Google Ads,False,7,409.55
1510,2025-05-05 17:44:21.717913,Canada,55+,Other,Google Ads,True,1,488.14
1511,2025-08-02 17:44:21.717913,Canada,36-45,F,Facebook Ads,True,3,363.87
1512,2025-04-02 17:44:21.717913,France,46-55,M,Organic Search,True,10,226.78
1513,2025-04-11 17:44:21.717913,Canada,18-25,Other,Email Marketing,False,7,295.71
1514,2025-04-08 17:44:21.717913,France,26-35,M,Email Marketing,True,3,631.48
1515,2025-04-03 17:44:21.717913,Germany,55+,M,Direct,True,2,590.11
1516,2025-06-01 17:44:21.717913,Germany,46-55,M,Email Marketing,True,5,64.63
1517,2025-05-31 17:44:21.717913,Canada,18-25,F,Organic Search,False,6,377.49
1518,2025-03-14 17:44:21.717913,Japan,36-45,F,Direct,True,5,359.87
1519,2025-05-13 17:44:21.717913,US,36-45,F,Affiliate,False,3,411.49
1520,2025-02-06 17:44:21.717913,Germany,18-25,M,Organic Search,True,3,504.83
1521,2025-05-22 17:44:21.717913,Canada,18-25,M,Email Marketing,True,2,181.84
1522,2025-02-22 17:44:21.717913,Canada,26-35,F,Organic Search,True,5,289.91
1523,2025-03-20 17:44:21.717913,Australia,46-55,F,Organic Search,True,6,517.52
1524,2025-06-13 17:44:21.717913,Canada,55+,F,Facebook Ads,True,2,287.13
1525,2025-04-13 17:44:21.717913,Australia,18-25,F,Affiliate,True,4,454.23
1526,2025-05-16 17:44:21.717913,Australia,36-45,M,Direct,True,5,623.18
1527,2025-04-01 17:44:21.717913,Australia,46-55,M,Email Marketing,False,9,138.16
1528,2025-02-25 17:44:21.717913,UK,46-55,M,Email Marketing,True,4,108.4
1529,2025-07-29 17:44:21.717913,Japan,46-55,F,Google Ads,True,4,588.02
1530,2025-05-16 17:44:21.717913,France,55+,F,Direct,False,4,366.89
1531,2025-04-29 17:44:21.717913,Japan,46-55,F,Direct,True,3,358.19
1532,2025-05-17 17:44:21.717913,US,18-25,F,Facebook Ads,False,7,364.99
1533,2025-02-06 17:44:21.717913,Germany,36-45,F,Affiliate,True,3,475.53
1534,2025-04-21 17:44:21.717913,Japan,36-45,M,Direct,True,3,250.45
1535,2025-06-17 17:44:21.717913,Canada,18-25,F,Google Ads,True,4,748.01
1536,2025-04-01 17:44:21.717913,Australia,18-25,F,Facebook Ads,False,3,80.31
1537,2025-05-18 17:44:21.717913,France,26-35,F,Affiliate,True,4,383.13
1538,2025-07-26 17:44:21.717913,Japan,46-55,F,Email Marketing,True,7,246.15
1539,2025-03-27 17:44:21.717913,US,18-25,Other,Google Ads,True,2,512.2
1540,2025-03-01 17:44:21.717913,US,26-35,M,Google Ads,False,4,540.99
1541,2025-04-18 17:44:21.717913,US,36-45,F,Email Marketing,True,1,544.33
1542,2025-05-16 17:44:21.717913,UK,36-45,F,Google Ads,True,3,71.23
1543,2025-03-21 17:44:21.717913,Canada,46-55,Other,Email Marketing,False,6,451.93
1544,2025-05-16 17:44:21.717913,Germany,18-25,F,Email Marketing,True,3,755.71
1545,2025-05-20 17:44:21.717913,France,26-35,M,Facebook Ads,True,7,223.28
1546,2025-05-18 17:44:21.717913,Australia,26-35,M,Facebook Ads,False,4,766.67
1547,2025-03-20 17:44:21.717913,France,36-45,M,Facebook Ads,True,5,325.38
1548,2025-06-14 17:44:21.717913,Australia,18-25,M,Email Marketing,False,5,573.77
1549,2025-06-18 17:44:21.717913,Australia,46-55,M,Facebook Ads,True,3,536.74
1550,2025-03-19 17:44:21.717913,Australia,36-45,M,Email Marketing,False,3,201.09
1551,2025-02-12 17:44:21.717913,Germany,55+,M,Affiliate,False,8,400.81
1552,2025-07-01 17:44:21.717913,Canada,18-25,M,Google Ads,False,1,431.93
1553,2025-05-08 17:44:21.717913,France,26-35,F,Direct,True,5,152.73
1554,2025-06-07 17:44:21.717913,Japan,55+,M,Email Marketing,True,5,242.76
1555,2025-04-08 17:44:21.717913,Australia,26-35,Other,Email Marketing,True,4,268.74
1556,2025-06-17 17:44:21.717913,US,55+,F,Organic Search,True,2,308.93
1557,2025-04-02 17:44:21.717913,Canada,55+,M,Email Marketing,True,6,284.75
1558,2025-06-19 17:44:21.717913,France,46-55,F,Organic Search,True,3,240.36
1559,2025-07-21 17:44:21.717913,Germany,18-25,M,Facebook Ads,False,4,251.13
1560,2025-06-12 17:44:21.717913,US,36-45,F,Google Ads,True,2,643.85
1561,2025-04-20 17:44:21.717913,Canada,46-55,F,Facebook Ads,True,4,775.0
1562,2025-07-08 17:44:21.717913,Canada,55+,M,Affiliate,True,7,532.68
1563,2025-03-27 17:44:21.717913,Japan,55+,M,Direct,True,5,565.51
1564,2025-07-28 17:44:21.717913,US,18-25,F,Google Ads,True,4,296.52
1565,2025-06-11 17:44:21.717913,France,18-25,M,Google Ads,False,2,84.72
1566,2025-05-14 17:44:21.717913,Canada,36-45,M,Affiliate,False,5,547.35
1567,2025-06-12 17:44:21.717913,Australia,18-25,F,Google Ads,True,1,337.36
1568,2025-06-27 17:44:21.717913,US,55+,Other,Email Marketing,True,4,715.11
1569,2025-04-27 17:44:21.717913,UK,55+,F,Organic Search,True,3,708.46
1570,2025-03-04 17:44:21.717913,Japan,18-25,F,Affiliate,True,4,644.9
1571,2025-04-27 17:44:21.717913,UK,36-45,F,Organic Search,False,5,797.68
1572,2025-03-27 17:44:21.717913,Australia,36-45,F,Organic Search,True,3,106.61
1573,2025-02-12 17:44:21.717913,US,55+,M,Email Marketing,False,3,795.22
1574,2025-05-30 17:44:21.717913,Japan,26-35,F,Organic Search,True,3,183.77
1575,2025-05-12 17:44:21.717913,Canada,46-55,F,Organic Search,True,3,618.37
1576,2025-04-19 17:44:21.717913,Japan,46-55,Other,Affiliate,True,2,730.68
1577,2025-03-01 17:44:21.717913,France,55+,F,Google Ads,False,3,566.52
1578,2025-03-15 17:44:21.717913,France,18-25,M,Organic Search,True,7,593.95
1579,2025-05-21 17:44:21.717913,Japan,18-25,M,Direct,True,5,572.3
1580,2025-05-21 17:44:21.717913,US,46-55,F,Facebook Ads,True,1,378.09
1581,2025-07-14 17:44:21.717913,Canada,26-35,M,Affiliate,False,2,202.08
1582,2025-02-26 17:44:21.717913,US,46-55,F,Facebook Ads,True,4,397.68
1583,2025-07-02 17:44:21.717913,US,46-55,M,Email Marketing,True,4,135.51
1584,2025-07-22 17:44:21.717913,Canada,55+,F,Direct,True,3,507.63
1585,2025-04-23 17:44:21.717913,US,55+,M,Affiliate,False,3,217.77
1586,2025-02-27 17:44:21.717913,Germany,46-55,M,Organic Search,True,5,729.18
1587,2025-04-01 17:44:21.717913,Canada,55+,F,Email Marketing,False,5,188.29
1588,2025-06-09 17:44:21.717913,UK,26-35,M,Affiliate,True,4,713.4
1589,2025-03-04 17:44:21.717913,US,55+,M,Facebook Ads,True,3,455.42
1590,2025-06-14 17:44:21.717913,Australia,55+,M,Affiliate,False,1,227.14
1591,2025-07-11 17:44:21.717913,Canada,46-55,F,Google Ads,True,3,782.55
1592,2025-07-22 17:44:21.717913,France,55+,M,Email Marketing,True,4,171.74
1593,2025-07-27 17:44:21.717913,Canada,46-55,M,Organic Search,True,7,152.95
1594,2025-07-03 17:44:21.717913,Germany,18-25,F,Email Marketing,True,3,783.19
1595,2025-04-26 17:44:21.717913,UK,18-25,F,Organic Search,True,2,134.17
1596,2025-07-27 17:44:21.717913,US,55+,M,Direct,True,5,236.94
1597,2025-06-21 17:44:21.717913,UK,46-55,F,Facebook Ads,True,7,350.2
1598,2025-04-08 17:44:21.717913,Germany,46-55,M,Facebook Ads,True,2,505.83
1599,2025-07-20 17:44:21.717913,Germany,55+,M,Google Ads,False,4,105.02
1600,2025-02-17 17:44:21.717913,Canada,36-45,F,Facebook Ads,True,4,106.67
1601,2025-02-27 17:44:21.717913,Germany,36-45,M,Organic Search,False,2,752.28
1602,2025-03-11 17:44:21.717913,France,46-55,F,Organic Search,True,3,452.76
1603,2025-04-04 17:44:21.717913,US,46-55,F,Affiliate,False,1,351.19
1604,2025-07-16 17:44:21.717913,US,18-25,F,Organic Search,True,4,140.07
1605,2025-06-12 17:44:21.717913,France,36-45,M,Direct,False,3,100.66
1606,2025-07-11 17:44:21.717913,US,46-55,M,Email Marketing,False,3,108.49
1607,2025-04-15 17:44:21.717913,Australia,26-35,F,Direct,True,2,757.85
1608,2025-08-03 17:44:21.717913,Japan,26-35,F,Facebook Ads,True,6,141.62
1609,2025-05-31 17:44:21.717913,France,18-25,M,Email Marketing,True,3,69.45
1610,2025-07-24 17:44:21.717913,Germany,26-35,F,Direct,False,1,628.33
1611,2025-03-05 17:44:21.717913,France,36-45,F,Affiliate,False,5,158.58
1612,2025-08-03 17:44:21.717913,Japan,46-55,F,Direct,True,2,671.98
1613,2025-04-11 17:44:21.717913,Canada,55+,F,Direct,True,2,145.0
1614,2025-05-16 17:44:21.717913,Germany,46-55,M,Organic Search,True,5,479.59
1615,2025-07-28 17:44:21.717913,Canada,26-35,Other,Organic Search,True,5,582.05
1616,2025-06-02 17:44:21.717913,Japan,18-25,M,Organic Search,True,3,742.81
1617,2025-02-14 17:44:21.717913,Japan,46-55,M,Facebook Ads,True,6,99.35
1618,2025-05-27 17:44:21.717913,US,26-35,M,Google Ads,True,3,520.47
1619,2025-05-02 17:44:21.717913,US,55+,F,Organic Search,True,3,393.1
1620,2025-07-22 17:44:21.717913,US,18-25,Other,Facebook Ads,False,8,176.1
1621,2025-03-18 17:44:21.717913,Australia,18-25,F,Google Ads,True,4,565.16
1622,2025-05-17 17:44:21.717913,France,46-55,M,Facebook Ads,True,9,746.13
1623,2025-07-16 17:44:21.717913,Australia,55+,F,Direct,True,1,206.5
1624,2025-02-13 17:44:21.717913,Japan,36-45,M,Direct,True,3,203.26
1625,2025-04-08 17:44:21.717913,US,26-35,F,Affiliate,True,5,700.28
1626,2025-02-13 17:44:21.717913,Germany,26-35,F,Affiliate,True,10,504.7
1627,2025-06-23 17:44:21.717913,Canada,46-55,F,Direct,False,1,238.23
1628,2025-04-12 17:44:21.717913,Canada,26-35,M,Direct,False,5,761.67
1629,2025-03-21 17:44:21.717913,Canada,55+,F,Direct,True,7,551.75
1630,2025-07-31 17:44:21.717913,UK,46-55,F,Google Ads,True,5,216.47
1631,2025-04-21 17:44:21.717913,US,18-25,M,Email Marketing,True,4,560.41
1632,2025-03-24 17:44:21.717913,Japan,46-55,M,Google Ads,True,9,212.3
1633,2025-03-02 17:44:21.717913,Germany,46-55,M,Email Marketing,False,3,770.87
1634,2025-04-21 17:44:21.717913,US,26-35,F,Facebook Ads,True,6,616.13
1635,2025-04-13 17:44:21.717913,Germany,55+,M,Google Ads,True,9,604.37
1636,2025-03-07 17:44:21.717913,Australia,46-55,F,Google Ads,True,5,635.37
1637,2025-02-25 17:44:21.717913,Australia,26-35,M,Google Ads,True,7,280.02
1638,2025-03-29 17:44:21.717913,UK,26-35,M,Direct,True,6,654.55
1639,2025-06-28 17:44:21.717913,Australia,55+,M,Direct,True,3,83.44
1640,2025-04-24 17:44:21.717913,UK,18-25,M,Facebook Ads,False,5,345.29
1641,2025-07-18 17:44:21.717913,Japan,26-35,F,Affiliate,True,3,591.11
1642,2025-07-17 17:44:21.717913,UK,36-45,F,Facebook Ads,True,3,514.42
1643,2025-06-30 17:44:21.717913,Canada,18-25,F,Google Ads,False,2,759.74
1644,2025-02-24 17:44:21.717913,Germany,26-35,F,Organic Search,False,2,158.94
1645,2025-05-23 17:44:21.717913,France,55+,M,Affiliate,True,5,606.05
1646,2025-07-14 17:44:21.717913,US,18-25,F,Affiliate,True,4,449.27
1647,2025-04-21 17:44:21.717913,Japan,26-35,F,Direct,True,6,729.5
1648,2025-06-11 17:44:21.717913,Japan,18-25,M,Direct,True,4,134.13
1649,2025-07-30 17:44:21.717913,UK,26-35,M,Affiliate,True,5,496.31
1650,2025-04-06 17:44:21.717913,Germany,36-45,F,Email Marketing,True,4,692.63
1651,2025-03-12 17:44:21.717913,UK,46-55,F,Facebook Ads,True,2,80.51
1652,2025-05-28 17:44:21.717913,US,36-45,F,Affiliate,False,4,148.79
1653,2025-05-03 17:44:21.717913,France,36-45,F,Direct,True,4,440.48
1654,2025-05-01 17:44:21.717913,US,55+,F,Email Marketing,True,4,725.1
1655,2025-04-02 17:44:21.717913,UK,55+,M,Facebook Ads,False,2,357.32
1656,2025-04-25 17:44:21.717913,France,18-25,M,Direct,True,6,572.41
1657,2025-04-05 17:44:21.717913,US,55+,M,Facebook Ads,True,1,380.98
