order_id,date,country,product_category,order_value,quantity,customer_type,payment_method,shipping_cost,delivery_days
2526,2025-03-26 17:44:21.717913,Japan,Sunglasses,170.08,2,New,Credit Card,13.16,6
2527,2025-03-26 17:44:21.717913,Germany,Safety Glasses,79.56,2,New,Credit Card,21.62,13
2528,2025-03-26 17:44:21.717913,Canada,Prescription Glasses,203.99,1,New,PayPal,7.95,9
2529,2025-03-26 17:44:21.717913,Canada,Safety Glasses,61.35,2,New,PayPal,9.91,8
2530,2025-03-26 17:44:21.717913,France,Contact Lenses,46.04,1,New,PayPal,21.28,8
2531,2025-03-26 17:44:21.717913,Germany,Reading Glasses,38.35,3,New,Credit Card,19.71,14
2532,2025-03-26 17:44:21.717913,Germany,Sunglasses,92.62,1,Returning,Credit Card,13.25,7
2533,2025-03-26 17:44:21.717913,France,Prescription Glasses,156.89,1,Returning,Credit Card,7.7,14
2534,2025-03-26 17:44:21.717913,France,Reading Glasses,33.62,1,New,Credit Card,13.99,10
2535,2025-03-26 17:44:21.717913,France,Prescription Glasses,98.39,1,Returning,Credit Card,17.76,6
2536,2025-03-26 17:44:21.717913,Japan,Sunglasses,196.25,1,New,PayPal,19.9,14
2537,2025-03-26 17:44:21.717913,Canada,Contact Lenses,65.72,1,New,Credit Card,8.89,11
2538,2025-03-26 17:44:21.717913,UK,Contact Lenses,57.68,1,New,Credit Card,23.84,13
2539,2025-03-26 17:44:21.717913,Australia,Contact Lenses,33.12,1,New,Credit Card,12.18,7
2540,2025-03-26 17:44:21.717913,UK,Reading Glasses,39.07,1,New,Credit Card,10.69,11
2541,2025-03-26 17:44:21.717913,France,Safety Glasses,72.14,1,New,Bank Transfer,22.12,5
2542,2025-03-26 17:44:21.717913,Germany,Contact Lenses,35.86,1,Returning,PayPal,11.82,12
2543,2025-03-26 17:44:21.717913,US,Safety Glasses,83.22,1,Returning,Credit Card,19.25,13
2544,2025-03-26 17:44:21.717913,Japan,Prescription Glasses,265.28,2,New,Credit Card,8.32,11
2545,2025-03-26 17:44:21.717913,UK,Safety Glasses,43.58,2,New,Credit Card,19.54,9
2546,2025-03-26 17:44:21.717913,France,Prescription Glasses,98.62,3,Returning,PayPal,21.24,10
2547,2025-03-26 17:44:21.717913,Canada,Sunglasses,67.79,1,Returning,Credit Card,11.53,10
2548,2025-03-26 17:44:21.717913,US,Sunglasses,111.83,2,New,Credit Card,23.5,11
2549,2025-03-26 17:44:21.717913,Canada,Reading Glasses,54.54,1,New,Credit Card,17.08,4
2550,2025-03-26 17:44:21.717913,Australia,Reading Glasses,22.28,1,Returning,Credit Card,5.23,10
2551,2025-03-26 17:44:21.717913,France,Safety Glasses,45.98,1,Returning,PayPal,9.89,9
2552,2025-03-26 17:44:21.717913,Australia,Contact Lenses,71.89,1,Returning,PayPal,16.6,8
2553,2025-03-26 17:44:21.717913,France,Sunglasses,121.43,1,Returning,PayPal,10.7,9
2554,2025-03-26 17:44:21.717913,Canada,Safety Glasses,56.42,1,New,Bank Transfer,18.22,8
2555,2025-03-27 17:44:21.717913,US,Prescription Glasses,299.55,3,New,PayPal,11.72,7
2556,2025-03-27 17:44:21.717913,Australia,Contact Lenses,34.04,1,New,Credit Card,6.79,12
2557,2025-03-27 17:44:21.717913,Japan,Reading Glasses,65.36,2,New,Credit Card,24.98,6
2558,2025-03-27 17:44:21.717913,Australia,Prescription Glasses,170.6,2,New,Credit Card,15.4,4
2559,2025-03-27 17:44:21.717913,France,Safety Glasses,91.21,1,Returning,PayPal,10.17,8
2560,2025-03-27 17:44:21.717913,Canada,Contact Lenses,37.44,1,New,PayPal,11.2,4
2561,2025-03-27 17:44:21.717913,France,Prescription Glasses,214.35,1,New,Credit Card,21.59,11
2562,2025-03-27 17:44:21.717913,France,Safety Glasses,61.64,1,New,Credit Card,24.15,7
2563,2025-03-27 17:44:21.717913,France,Reading Glasses,48.27,2,Returning,Credit Card,14.02,9
2564,2025-03-27 17:44:21.717913,Japan,Reading Glasses,54.28,1,Returning,Bank Transfer,9.85,14
2565,2025-03-27 17:44:21.717913,Japan,Prescription Glasses,150.12,1,New,PayPal,10.91,4
2566,2025-03-27 17:44:21.717913,Canada,Sunglasses,52.17,1,New,Credit Card,20.66,4
2567,2025-03-27 17:44:21.717913,UK,Sunglasses,97.71,2,New,Bank Transfer,23.38,3
2568,2025-03-27 17:44:21.717913,Canada,Prescription Glasses,193.55,1,New,Credit Card,21.26,6
2569,2025-03-27 17:44:21.717913,UK,Safety Glasses,80.34,1,New,PayPal,19.98,10
2570,2025-03-27 17:44:21.717913,Canada,Reading Glasses,54.8,2,New,Credit Card,17.46,11
2571,2025-03-27 17:44:21.717913,Canada,Sunglasses,153.06,3,Returning,Credit Card,21.23,13
2572,2025-03-27 17:44:21.717913,UK,Prescription Glasses,211.41,1,Returning,Credit Card,22.13,8
2573,2025-03-27 17:44:21.717913,Canada,Sunglasses,136.97,1,Returning,Credit Card,18.68,3
2574,2025-03-27 17:44:21.717913,US,Safety Glasses,99.28,3,New,Bank Transfer,15.74,9
2575,2025-03-27 17:44:21.717913,US,Sunglasses,66.15,2,New,PayPal,15.22,14
2576,2025-03-27 17:44:21.717913,Australia,Prescription Glasses,208.42,2,New,Credit Card,24.89,12
2577,2025-03-27 17:44:21.717913,Australia,Prescription Glasses,197.93,1,Returning,Credit Card,13.74,13
2578,2025-03-27 17:44:21.717913,Canada,Safety Glasses,53.64,1,New,Credit Card,16.93,9
2579,2025-03-27 17:44:21.717913,Germany,Contact Lenses,51.81,1,New,PayPal,16.79,7
2580,2025-03-27 17:44:21.717913,Germany,Contact Lenses,47.82,1,New,Credit Card,8.23,12
2581,2025-03-27 17:44:21.717913,Australia,Prescription Glasses,171.2,1,New,PayPal,24.15,8
2582,2025-03-27 17:44:21.717913,France,Sunglasses,146.37,1,Returning,Credit Card,20.96,4
2583,2025-03-27 17:44:21.717913,Japan,Contact Lenses,65.72,2,Returning,PayPal,6.2,3
2584,2025-03-27 17:44:21.717913,France,Safety Glasses,82.19,1,Returning,PayPal,6.47,8
2585,2025-03-27 17:44:21.717913,UK,Contact Lenses,41.17,2,Returning,Credit Card,7.77,3
2586,2025-03-27 17:44:21.717913,France,Contact Lenses,55.86,1,New,Credit Card,20.13,12
2587,2025-03-27 17:44:21.717913,US,Prescription Glasses,269.6,2,New,Credit Card,14.26,14
2588,2025-03-27 17:44:21.717913,Australia,Safety Glasses,68.29,1,Returning,Credit Card,6.29,8
2589,2025-03-27 17:44:21.717913,Japan,Reading Glasses,24.59,2,Returning,Credit Card,11.06,3
2590,2025-03-27 17:44:21.717913,Canada,Prescription Glasses,153.33,3,New,Credit Card,13.9,13
2591,2025-03-27 17:44:21.717913,Canada,Sunglasses,132.39,1,New,Credit Card,10.91,14
2592,2025-03-27 17:44:21.717913,Germany,Prescription Glasses,241.1,3,Returning,Credit Card,8.24,13
2593,2025-03-27 17:44:21.717913,France,Prescription Glasses,230.0,1,New,Credit Card,7.43,4
2594,2025-03-27 17:44:21.717913,US,Prescription Glasses,93.56,1,Returning,Credit Card,10.98,9
2595,2025-03-27 17:44:21.717913,Germany,Reading Glasses,22.26,2,Returning,Bank Transfer,19.98,13
2596,2025-03-27 17:44:21.717913,Australia,Contact Lenses,68.17,1,Returning,Credit Card,21.86,10
2597,2025-03-27 17:44:21.717913,Australia,Contact Lenses,41.78,2,Returning,Bank Transfer,20.76,5
2598,2025-03-27 17:44:21.717913,France,Safety Glasses,58.06,1,New,Credit Card,16.38,4
2599,2025-03-27 17:44:21.717913,US,Sunglasses,79.36,1,New,Credit Card,7.1,7
2600,2025-03-27 17:44:21.717913,Australia,Reading Glasses,29.21,1,New,Credit Card,12.18,7
2601,2025-03-27 17:44:21.717913,Australia,Contact Lenses,67.99,1,Returning,Credit Card,5.52,7
2602,2025-03-27 17:44:21.717913,UK,Prescription Glasses,227.85,3,New,Credit Card,10.06,5
2603,2025-03-27 17:44:21.717913,UK,Safety Glasses,72.67,2,New,PayPal,12.04,3
2604,2025-03-27 17:44:21.717913,France,Safety Glasses,41.73,1,New,PayPal,6.09,10
2605,2025-03-27 17:44:21.717913,France,Reading Glasses,33.39,2,New,Credit Card,7.79,10
2606,2025-03-27 17:44:21.717913,Canada,Safety Glasses,59.17,2,New,PayPal,22.24,11
2607,2025-03-27 17:44:21.717913,Japan,Contact Lenses,65.47,2,Returning,PayPal,24.76,10
2608,2025-03-27 17:44:21.717913,UK,Contact Lenses,35.15,1,New,PayPal,6.08,12
2609,2025-03-27 17:44:21.717913,Japan,Contact Lenses,43.64,1,New,Bank Transfer,13.64,13
2610,2025-03-27 17:44:21.717913,France,Safety Glasses,100.75,1,New,Credit Card,20.45,4
2611,2025-03-27 17:44:21.717913,Germany,Prescription Glasses,102.97,1,New,Credit Card,23.98,7
2612,2025-03-27 17:44:21.717913,UK,Prescription Glasses,84.77,1,New,Bank Transfer,9.72,3
2613,2025-03-28 17:44:21.717913,Germany,Prescription Glasses,106.98,1,New,Credit Card,13.08,3
2614,2025-03-28 17:44:21.717913,Germany,Prescription Glasses,172.44,3,Returning,PayPal,6.52,5
2615,2025-03-28 17:44:21.717913,Australia,Contact Lenses,74.86,1,New,Credit Card,20.06,6
2616,2025-03-28 17:44:21.717913,US,Safety Glasses,100.27,1,Returning,Credit Card,22.58,14
2617,2025-03-28 17:44:21.717913,US,Sunglasses,166.2,1,New,PayPal,22.32,5
2618,2025-03-28 17:44:21.717913,Australia,Safety Glasses,89.35,1,Returning,Credit Card,19.75,8
2619,2025-03-28 17:44:21.717913,US,Safety Glasses,96.31,2,Returning,Credit Card,10.1,13
2620,2025-03-28 17:44:21.717913,Canada,Sunglasses,82.76,1,New,Credit Card,14.66,9
2621,2025-03-28 17:44:21.717913,US,Prescription Glasses,245.27,1,Returning,Credit Card,10.22,5
2622,2025-03-28 17:44:21.717913,France,Prescription Glasses,82.61,1,Returning,Credit Card,7.74,14
2623,2025-03-28 17:44:21.717913,France,Reading Glasses,41.37,3,Returning,Credit Card,9.07,14
2624,2025-03-28 17:44:21.717913,Canada,Sunglasses,59.17,1,New,Bank Transfer,11.74,11
2625,2025-03-28 17:44:21.717913,Canada,Contact Lenses,29.52,2,Returning,Credit Card,20.58,5
2626,2025-03-28 17:44:21.717913,France,Contact Lenses,51.42,1,New,PayPal,11.59,9
2627,2025-03-28 17:44:21.717913,UK,Safety Glasses,98.22,1,Returning,Credit Card,16.5,7
2628,2025-03-28 17:44:21.717913,Australia,Prescription Glasses,199.69,1,New,Bank Transfer,11.88,9
2629,2025-03-28 17:44:21.717913,US,Contact Lenses,45.69,1,New,Credit Card,11.36,4
2630,2025-03-28 17:44:21.717913,US,Safety Glasses,69.73,1,New,PayPal,16.65,13
2631,2025-03-28 17:44:21.717913,UK,Sunglasses,100.67,1,Returning,PayPal,23.03,13
2632,2025-03-28 17:44:21.717913,France,Safety Glasses,96.38,1,New,Credit Card,19.91,5
2633,2025-03-28 17:44:21.717913,US,Sunglasses,71.27,1,Returning,Credit Card,9.4,10
2634,2025-03-28 17:44:21.717913,UK,Reading Glasses,36.87,1,Returning,Credit Card,20.65,13
2635,2025-03-28 17:44:21.717913,US,Reading Glasses,51.25,1,New,Credit Card,22.44,10
2636,2025-03-28 17:44:21.717913,US,Safety Glasses,73.11,3,New,Credit Card,14.57,3
2637,2025-03-28 17:44:21.717913,Japan,Prescription Glasses,250.91,1,Returning,Credit Card,11.0,3
2638,2025-03-28 17:44:21.717913,Japan,Contact Lenses,60.39,2,New,Credit Card,14.19,9
2639,2025-03-28 17:44:21.717913,Germany,Sunglasses,61.09,2,Returning,PayPal,14.38,11
2640,2025-03-28 17:44:21.717913,France,Sunglasses,163.29,1,Returning,Credit Card,23.54,8
2641,2025-03-28 17:44:21.717913,UK,Prescription Glasses,182.45,3,Returning,PayPal,14.65,9
2642,2025-03-28 17:44:21.717913,Japan,Sunglasses,158.55,1,New,Credit Card,10.12,12
2643,2025-03-28 17:44:21.717913,Australia,Safety Glasses,68.81,1,Returning,Credit Card,5.71,13
2644,2025-03-28 17:44:21.717913,Japan,Reading Glasses,40.12,1,New,Credit Card,6.12,9
2645,2025-03-28 17:44:21.717913,Canada,Prescription Glasses,209.55,1,Returning,PayPal,23.93,5
2646,2025-03-28 17:44:21.717913,UK,Reading Glasses,19.86,1,Returning,Credit Card,18.12,11
2647,2025-03-28 17:44:21.717913,Japan,Contact Lenses,38.7,1,New,Credit Card,14.58,11
2648,2025-03-28 17:44:21.717913,Japan,Safety Glasses,94.35,2,New,Credit Card,9.6,9
2649,2025-03-28 17:44:21.717913,France,Contact Lenses,32.24,1,Returning,Credit Card,23.46,11
2650,2025-03-28 17:44:21.717913,UK,Reading Glasses,32.97,2,New,Credit Card,8.1,4
2651,2025-03-28 17:44:21.717913,France,Contact Lenses,47.08,2,New,Credit Card,23.19,5
2652,2025-03-28 17:44:21.717913,Japan,Safety Glasses,86.5,1,Returning,PayPal,20.23,8
2653,2025-03-28 17:44:21.717913,France,Prescription Glasses,213.08,1,New,Credit Card,17.21,13
2654,2025-03-29 17:44:21.717913,US,Sunglasses,170.91,1,New,PayPal,20.11,5
2655,2025-03-29 17:44:21.717913,Germany,Safety Glasses,50.0,1,New,Credit Card,11.13,9
2656,2025-03-29 17:44:21.717913,Canada,Sunglasses,92.81,3,Returning,PayPal,10.59,5
2657,2025-03-29 17:44:21.717913,France,Prescription Glasses,206.14,1,New,Credit Card,19.98,5
2658,2025-03-29 17:44:21.717913,France,Sunglasses,88.47,1,Returning,Bank Transfer,19.08,7
2659,2025-03-29 17:44:21.717913,UK,Reading Glasses,49.07,2,Returning,Bank Transfer,19.91,14
2660,2025-03-29 17:44:21.717913,France,Safety Glasses,46.29,1,New,Credit Card,7.83,6
2661,2025-03-29 17:44:21.717913,US,Contact Lenses,42.72,1,New,Credit Card,5.68,6
2662,2025-03-29 17:44:21.717913,Germany,Prescription Glasses,89.46,1,New,PayPal,19.97,4
2663,2025-03-29 17:44:21.717913,UK,Safety Glasses,37.82,2,New,Bank Transfer,6.44,7
2664,2025-03-29 17:44:21.717913,Australia,Contact Lenses,69.2,1,New,Credit Card,21.33,13
2665,2025-03-29 17:44:21.717913,Japan,Contact Lenses,86.46,2,Returning,PayPal,22.81,12
2666,2025-03-29 17:44:21.717913,US,Contact Lenses,40.13,1,New,PayPal,15.04,14
2667,2025-03-29 17:44:21.717913,Canada,Safety Glasses,94.4,1,New,Bank Transfer,16.79,12
2668,2025-03-29 17:44:21.717913,US,Sunglasses,153.84,2,Returning,Credit Card,7.74,3
2669,2025-03-29 17:44:21.717913,Japan,Sunglasses,89.44,1,Returning,Credit Card,21.71,14
2670,2025-03-29 17:44:21.717913,Canada,Safety Glasses,49.35,1,New,Credit Card,22.56,14
2671,2025-03-29 17:44:21.717913,France,Safety Glasses,93.65,1,Returning,Credit Card,14.64,4
2672,2025-03-29 17:44:21.717913,UK,Sunglasses,158.6,1,New,Bank Transfer,9.48,5
2673,2025-03-29 17:44:21.717913,UK,Reading Glasses,19.15,1,New,Credit Card,24.77,8
2674,2025-03-29 17:44:21.717913,Germany,Sunglasses,164.56,1,Returning,Bank Transfer,18.37,12
2675,2025-03-29 17:44:21.717913,Japan,Safety Glasses,61.71,3,Returning,PayPal,5.24,7
2676,2025-03-29 17:44:21.717913,US,Safety Glasses,77.83,1,New,PayPal,15.15,3
2677,2025-03-29 17:44:21.717913,Canada,Sunglasses,94.78,2,New,Credit Card,14.43,13
2678,2025-03-29 17:44:21.717913,Canada,Reading Glasses,51.49,1,New,Credit Card,19.61,6
2679,2025-03-29 17:44:21.717913,UK,Safety Glasses,107.64,1,New,Credit Card,6.93,8
2680,2025-03-29 17:44:21.717913,Canada,Safety Glasses,51.6,1,New,Bank Transfer,12.13,9
2681,2025-03-29 17:44:21.717913,Germany,Prescription Glasses,235.32,2,New,Credit Card,13.49,3
2682,2025-03-29 17:44:21.717913,US,Reading Glasses,53.2,1,New,PayPal,23.31,10
2683,2025-03-29 17:44:21.717913,France,Safety Glasses,103.11,2,Returning,Credit Card,6.74,4
2684,2025-03-29 17:44:21.717913,France,Reading Glasses,50.44,1,New,Bank Transfer,8.67,3
2685,2025-03-29 17:44:21.717913,US,Reading Glasses,48.63,1,New,PayPal,15.51,14
2686,2025-03-29 17:44:21.717913,Australia,Safety Glasses,112.83,2,Returning,Credit Card,24.84,3
2687,2025-03-29 17:44:21.717913,UK,Sunglasses,93.05,1,Returning,PayPal,23.95,10
2688,2025-03-29 17:44:21.717913,Germany,Prescription Glasses,121.06,1,New,Credit Card,13.56,11
2689,2025-03-29 17:44:21.717913,UK,Contact Lenses,70.86,1,New,Credit Card,22.86,5
2690,2025-03-29 17:44:21.717913,UK,Sunglasses,84.31,1,New,Credit Card,6.88,7
2691,2025-03-29 17:44:21.717913,Germany,Prescription Glasses,161.83,1,New,PayPal,20.1,5
2692,2025-03-29 17:44:21.717913,Australia,Reading Glasses,25.22,1,New,Credit Card,17.45,6
2693,2025-03-29 17:44:21.717913,Canada,Prescription Glasses,180.62,1,New,Credit Card,17.42,14
2694,2025-03-29 17:44:21.717913,Australia,Safety Glasses,43.68,1,New,Credit Card,11.95,8
2695,2025-03-29 17:44:21.717913,UK,Prescription Glasses,211.77,1,New,Credit Card,13.35,11
2696,2025-03-29 17:44:21.717913,Canada,Safety Glasses,105.02,1,New,PayPal,12.65,4
2697,2025-03-29 17:44:21.717913,UK,Safety Glasses,39.08,3,New,Credit Card,17.89,9
2698,2025-03-29 17:44:21.717913,Australia,Reading Glasses,30.54,1,Returning,PayPal,13.5,3
2699,2025-03-29 17:44:21.717913,Japan,Prescription Glasses,288.12,1,Returning,Credit Card,17.14,5
2700,2025-03-29 17:44:21.717913,France,Contact Lenses,48.43,1,New,Credit Card,9.07,11
2701,2025-03-29 17:44:21.717913,UK,Sunglasses,152.74,2,New,PayPal,12.08,13
2702,2025-03-29 17:44:21.717913,France,Prescription Glasses,227.5,1,New,Credit Card,20.86,13
2703,2025-03-29 17:44:21.717913,Australia,Contact Lenses,57.51,3,Returning,PayPal,15.75,9
2704,2025-03-29 17:44:21.717913,France,Sunglasses,84.28,1,New,Credit Card,5.23,11
2705,2025-03-29 17:44:21.717913,Germany,Sunglasses,108.51,1,Returning,PayPal,21.47,8
2706,2025-03-29 17:44:21.717913,Australia,Sunglasses,132.13,2,Returning,Credit Card,9.99,3
2707,2025-03-29 17:44:21.717913,Australia,Contact Lenses,72.97,1,New,Bank Transfer,6.33,10
2708,2025-03-29 17:44:21.717913,Germany,Reading Glasses,26.47,1,New,Credit Card,21.31,14
2709,2025-03-29 17:44:21.717913,Australia,Reading Glasses,34.52,1,Returning,PayPal,23.49,12
2710,2025-03-29 17:44:21.717913,US,Reading Glasses,55.35,1,Returning,Credit Card,23.94,9
2711,2025-03-29 17:44:21.717913,France,Prescription Glasses,110.18,1,Returning,Credit Card,14.24,5
2712,2025-03-29 17:44:21.717913,Germany,Prescription Glasses,115.0,1,New,Bank Transfer,7.83,3
2713,2025-03-29 17:44:21.717913,Canada,Prescription Glasses,162.27,1,Returning,Credit Card,20.5,10
2714,2025-03-29 17:44:21.717913,UK,Contact Lenses,32.92,1,Returning,Credit Card,11.37,5
2715,2025-03-29 17:44:21.717913,France,Sunglasses,67.3,1,New,Credit Card,9.53,10
2716,2025-03-29 17:44:21.717913,Canada,Sunglasses,80.63,1,Returning,Credit Card,22.94,6
2717,2025-03-29 17:44:21.717913,UK,Safety Glasses,46.06,1,New,PayPal,22.25,3
2718,2025-03-30 17:44:21.717913,US,Sunglasses,75.5,1,Returning,Credit Card,13.69,6
2719,2025-03-30 17:44:21.717913,US,Sunglasses,121.1,1,Returning,Credit Card,19.02,13
2720,2025-03-30 17:44:21.717913,UK,Reading Glasses,47.65,1,New,PayPal,19.49,4
2721,2025-03-30 17:44:21.717913,France,Contact Lenses,68.3,1,Returning,Credit Card,24.3,14
2722,2025-03-30 17:44:21.717913,France,Prescription Glasses,123.16,1,Returning,PayPal,5.82,12
2723,2025-03-30 17:44:21.717913,Germany,Sunglasses,49.35,2,New,PayPal,10.89,14
2724,2025-03-30 17:44:21.717913,Germany,Reading Glasses,43.41,1,New,Credit Card,19.92,10
2725,2025-03-30 17:44:21.717913,Canada,Contact Lenses,45.06,1,Returning,PayPal,20.09,12
2726,2025-03-30 17:44:21.717913,France,Prescription Glasses,76.03,1,New,Credit Card,18.56,5
2727,2025-03-30 17:44:21.717913,Japan,Sunglasses,81.13,1,New,Credit Card,5.07,7
2728,2025-03-30 17:44:21.717913,Germany,Safety Glasses,78.51,1,New,Credit Card,12.64,3
2729,2025-03-30 17:44:21.717913,Australia,Contact Lenses,76.0,2,New,Credit Card,14.05,6
2730,2025-03-30 17:44:21.717913,Germany,Safety Glasses,82.63,1,New,Credit Card,7.95,9
2731,2025-03-30 17:44:21.717913,UK,Prescription Glasses,212.14,1,New,Credit Card,12.01,4
2732,2025-03-30 17:44:21.717913,UK,Contact Lenses,55.52,1,New,PayPal,24.96,14
2733,2025-03-30 17:44:21.717913,UK,Prescription Glasses,128.5,1,Returning,PayPal,11.74,12
2734,2025-03-30 17:44:21.717913,Japan,Reading Glasses,24.72,1,Returning,Credit Card,6.78,5
2735,2025-03-30 17:44:21.717913,Japan,Contact Lenses,75.01,1,Returning,Credit Card,7.75,8
2736,2025-03-30 17:44:21.717913,UK,Prescription Glasses,155.97,3,Returning,Credit Card,21.64,7
2737,2025-03-30 17:44:21.717913,US,Reading Glasses,22.7,1,New,PayPal,8.28,13
2738,2025-03-30 17:44:21.717913,Japan,Sunglasses,121.04,1,New,PayPal,9.51,6
2739,2025-03-30 17:44:21.717913,UK,Prescription Glasses,235.43,2,New,Credit Card,24.01,10
2740,2025-03-30 17:44:21.717913,UK,Sunglasses,98.63,1,New,Bank Transfer,19.56,4
2741,2025-03-30 17:44:21.717913,Germany,Sunglasses,114.41,2,Returning,PayPal,20.01,7
2742,2025-03-30 17:44:21.717913,Japan,Sunglasses,93.1,1,New,Credit Card,15.51,8
2743,2025-03-30 17:44:21.717913,Canada,Prescription Glasses,121.49,2,New,Credit Card,14.26,8
2744,2025-03-30 17:44:21.717913,UK,Sunglasses,171.59,2,Returning,PayPal,19.49,14
2745,2025-03-30 17:44:21.717913,Japan,Reading Glasses,22.11,2,New,Bank Transfer,9.18,6
2746,2025-03-30 17:44:21.717913,US,Sunglasses,107.23,2,New,Credit Card,8.22,13
2747,2025-03-30 17:44:21.717913,France,Contact Lenses,65.8,1,Returning,Credit Card,21.26,11
2748,2025-03-30 17:44:21.717913,Japan,Reading Glasses,60.11,1,Returning,PayPal,23.45,10
2749,2025-03-30 17:44:21.717913,France,Prescription Glasses,125.56,2,New,Credit Card,8.99,8
2750,2025-03-30 17:44:21.717913,Germany,Contact Lenses,29.15,1,New,PayPal,14.17,9
2751,2025-03-30 17:44:21.717913,France,Safety Glasses,56.38,1,New,Credit Card,12.78,10
2752,2025-03-30 17:44:21.717913,Australia,Prescription Glasses,165.18,1,New,Credit Card,21.72,12
2753,2025-03-30 17:44:21.717913,France,Contact Lenses,64.11,1,Returning,PayPal,12.72,5
2754,2025-03-30 17:44:21.717913,Canada,Sunglasses,76.9,1,New,PayPal,16.99,12
2755,2025-03-30 17:44:21.717913,Japan,Safety Glasses,61.58,1,Returning,PayPal,9.0,6
2756,2025-03-30 17:44:21.717913,Germany,Prescription Glasses,111.41,1,Returning,Credit Card,15.92,7
2757,2025-03-30 17:44:21.717913,Australia,Safety Glasses,107.11,1,New,Credit Card,20.97,5
2758,2025-03-31 17:44:21.717913,Australia,Reading Glasses,38.47,1,New,PayPal,15.32,8
2759,2025-03-31 17:44:21.717913,Australia,Reading Glasses,21.06,1,Returning,PayPal,14.53,4
2760,2025-03-31 17:44:21.717913,Australia,Prescription Glasses,205.44,2,New,Credit Card,18.85,11
2761,2025-03-31 17:44:21.717913,US,Safety Glasses,59.77,1,Returning,PayPal,16.02,4
2762,2025-03-31 17:44:21.717913,Australia,Reading Glasses,32.04,1,Returning,PayPal,11.39,11
2763,2025-03-31 17:44:21.717913,Germany,Reading Glasses,20.1,1,Returning,Bank Transfer,10.16,14
2764,2025-03-31 17:44:21.717913,UK,Sunglasses,130.18,3,New,Credit Card,22.46,5
2765,2025-03-31 17:44:21.717913,Australia,Sunglasses,146.57,1,Returning,Credit Card,20.3,9
2766,2025-03-31 17:44:21.717913,Japan,Safety Glasses,58.62,2,Returning,PayPal,8.22,13
2767,2025-03-31 17:44:21.717913,Japan,Prescription Glasses,131.0,1,New,Credit Card,7.23,12
2768,2025-03-31 17:44:21.717913,UK,Contact Lenses,40.02,1,New,PayPal,11.51,11
2769,2025-03-31 17:44:21.717913,Canada,Reading Glasses,35.4,2,New,Bank Transfer,18.83,6
2770,2025-03-31 17:44:21.717913,Canada,Sunglasses,145.4,1,Returning,PayPal,17.44,14
2771,2025-03-31 17:44:21.717913,US,Sunglasses,64.81,1,Returning,Credit Card,5.16,7
2772,2025-03-31 17:44:21.717913,France,Reading Glasses,33.09,1,Returning,Credit Card,8.79,14
2773,2025-03-31 17:44:21.717913,Australia,Safety Glasses,103.2,1,Returning,PayPal,13.88,6
2774,2025-03-31 17:44:21.717913,US,Sunglasses,174.72,2,New,PayPal,20.27,9
2775,2025-03-31 17:44:21.717913,US,Contact Lenses,30.1,1,New,Credit Card,7.85,12
2776,2025-03-31 17:44:21.717913,US,Reading Glasses,47.55,1,New,PayPal,13.04,14
2777,2025-03-31 17:44:21.717913,US,Prescription Glasses,181.72,1,Returning,Credit Card,15.77,14
2778,2025-03-31 17:44:21.717913,Canada,Safety Glasses,57.56,1,New,Credit Card,14.28,8
2779,2025-03-31 17:44:21.717913,Germany,Contact Lenses,50.86,1,New,PayPal,9.29,13
2780,2025-03-31 17:44:21.717913,UK,Safety Glasses,78.81,1,Returning,PayPal,18.33,8
2781,2025-03-31 17:44:21.717913,France,Sunglasses,99.47,1,Returning,Credit Card,20.64,4
2782,2025-03-31 17:44:21.717913,UK,Reading Glasses,48.87,1,New,Bank Transfer,7.68,4
2783,2025-03-31 17:44:21.717913,UK,Prescription Glasses,123.57,1,New,PayPal,20.08,6
2784,2025-03-31 17:44:21.717913,UK,Safety Glasses,84.02,2,Returning,PayPal,24.9,8
2785,2025-03-31 17:44:21.717913,Australia,Prescription Glasses,95.88,1,Returning,Credit Card,11.66,9
2786,2025-03-31 17:44:21.717913,Australia,Sunglasses,181.5,1,New,Credit Card,11.3,7
2787,2025-03-31 17:44:21.717913,France,Sunglasses,102.97,1,New,PayPal,10.81,3
2788,2025-03-31 17:44:21.717913,UK,Sunglasses,149.54,2,Returning,Credit Card,20.6,7
2789,2025-03-31 17:44:21.717913,UK,Prescription Glasses,239.77,1,Returning,PayPal,18.22,9
2790,2025-03-31 17:44:21.717913,Australia,Sunglasses,144.93,1,New,Credit Card,13.37,5
2791,2025-03-31 17:44:21.717913,Germany,Reading Glasses,24.99,1,New,Credit Card,20.59,6
2792,2025-03-31 17:44:21.717913,Canada,Prescription Glasses,221.58,1,New,Credit Card,12.72,13
2793,2025-03-31 17:44:21.717913,Germany,Contact Lenses,47.67,1,New,Bank Transfer,12.12,4
2794,2025-03-31 17:44:21.717913,Canada,Reading Glasses,37.93,2,Returning,Credit Card,13.17,11
2795,2025-03-31 17:44:21.717913,Japan,Reading Glasses,49.06,1,New,Bank Transfer,18.58,3
2796,2025-03-31 17:44:21.717913,France,Sunglasses,80.13,2,New,Bank Transfer,15.9,9
2797,2025-03-31 17:44:21.717913,US,Contact Lenses,48.63,1,New,Credit Card,23.91,5
2798,2025-03-31 17:44:21.717913,Australia,Contact Lenses,47.49,2,Returning,Bank Transfer,22.33,12
2799,2025-03-31 17:44:21.717913,Germany,Prescription Glasses,119.33,1,New,Credit Card,23.49,7
